,date,close,balance_gbp,type,balance_xrp,total_gbp,buy_and_hold,returns,market_returns
218,2023-08-23,0.41671,133.2578,hold,513.44008202,347.2134165785542,264.5777777777778,0.011275455187203187,0.01842754845174377
219,2023-08-24,0.41172,133.2578,hold,513.44008202,344.65135056927437,261.40952380952376,-0.007378937238446737,-0.011974754625519113
220,2023-08-25,0.41882,133.2578,hold,513.44008202,348.29677515161643,265.9174603174603,0.01057713708743857,0.01724472942776667
221,2023-08-26,0.41646,133.2578,hold,513.44008202,347.0850565580492,264.4190476190476,-0.0034789830972158375,-0.005634878945609212
222,2023-08-27,0.41599,133.2578,hold,513.44008202,346.8437397194998,264.1206349206349,-0.0006952671513503761,-0.001128559765643633
223,2023-08-28,0.41522,133.2578,hold,513.44008202,346.4483908563444,263.63174603174605,-0.0011398471930763598,-0.001851006033798841
224,2023-08-29,0.42726,133.2578,hold,513.44008202,352.63020944386517,271.2761904761905,0.01784340395474393,0.0289966764606715
225,2023-08-30,0.41576,133.2578,hold,513.44008202,346.7256485006352,263.9746031746032,-0.01674434233114086,-0.02691569536113836
226,2023-08-31,0.40322,133.2578,hold,513.44008202,340.2871098721044,256.01269841269846,-0.01856954816112777,-0.030161631710602266
227,2023-09-01,0.39527,133.2578,hold,513.44008202,336.2052612200454,250.96507936507936,-0.01199530788454839,-0.01971628391448854
228,2023-09-02,0.39621,133.2578,hold,513.44008202,336.6878948971442,251.56190476190477,0.0014355327913293525,0.0023781212841855748
229,2023-09-03,0.40137,133.2578,hold,513.44008202,339.3372457203674,254.83809523809524,0.007868862716411407,0.013023396683576882
230,2023-09-04,0.40265,133.2578,hold,513.44008202,339.994449025353,255.65079365079364,0.0019367261132519076,0.003189077409871288
231,2023-09-05,0.40176,133.2578,hold,513.44008202,339.5374873523552,255.0857142857143,-0.0013440268636966124,-0.002210356388923307
232,2023-09-06,0.40298,133.2578,hold,513.44008202,340.1638842524196,255.86031746031748,0.001844853435621907,0.0030366387893270286
233,2023-09-07,0.40508,133.2578,hold,513.44008202,341.2421084246616,257.1936507936508,0.0031697197208679917,0.005211176733336709
234,2023-09-08,0.40506,133.2578,hold,513.44008202,341.2318396230212,257.18095238095236,-3.009242232088205e-05,-4.937296336537944e-05
235,2023-09-09,0.40442,133.2578,hold,513.44008202,340.9032379705284,256.77460317460316,-0.0009629864928660803,-0.0015800128376043387
236,2023-09-10,0.39806,133.2578,hold,513.44008202,337.6377590488812,252.73650793650796,-0.009578902626702135,-0.015726225211413758
237,2023-09-11,0.37914,133.2578,hold,513.44008202,327.9234726970628,240.72380952380948,-0.028771326936843145,-0.047530523036728445
238,2023-09-12,0.38479,133.2578,hold,513.44008202,330.8244091604758,244.3111111111111,0.008846382479283266,0.01490214696418235
239,2023-09-13,0.38682,133.2578,hold,513.44008202,331.8666925269764,245.60000000000002,0.0031505636755932986,0.005275604875386808
240,2023-09-14,0.39458,133.2578,hold,513.44008202,335.85098756345155,250.5269841269841,0.012005709298926526,0.020061010289023073
241,2023-09-15,0.4052,133.2578,hold,513.44008202,341.303721234504,257.26984126984127,0.016235574326016522,0.026914694105124592
242,2023-09-16,0.40358,133.2578,hold,513.44008202,340.4719483016316,256.2412698412698,-0.0024370461882567973,-0.003998025666337779
243,2023-09-17,0.39708,133.2578,hold,513.44008202,337.13458776850155,252.1142857142857,-0.009802160059816156,-0.01610585261905928
244,2023-09-18,0.40616,133.2578,hold,513.44008202,341.7966237132432,257.8793650793651,0.01382841189804851,0.022866928578624046
245,2023-09-19,0.41472,133.2578,hold,513.44008202,346.1916708153344,263.3142857142857,0.012858661546576666,0.021075438250935496
246,2023-09-20,0.42321,133.2578,hold,513.44008202,350.55077711168417,268.7047619047619,0.012591597845446056,0.0204716435185186
247,2023-09-21,0.41219,133.2578,hold,513.44008202,344.8926674078238,261.7079365079365,-0.016140628043901595,-0.026039082252309664
248,2023-09-22,0.41874,133.2578,hold,513.44008202,348.2556999450548,265.8666666666667,0.00975095400695869,0.015890730003153886
249,2023-09-23,0.41494,133.2578,hold,513.44008202,346.3046276333788,263.45396825396824,-0.005602413146385876,-0.009074843578354197
250,2023-09-24,0.41042,133.2578,hold,513.44008202,343.98387846264836,260.584126984127,-0.00670146739473354,-0.010893141177037546
251,2023-09-25,0.41369,133.2578,hold,513.44008202,345.6628275308538,262.66031746031746,0.004880894638751965,0.007967447980117726
252,2023-09-26,0.41322,133.2578,hold,513.44008202,345.4215106923044,262.3619047619047,-0.0006981278266834368,-0.0011361164156736825
253,2023-09-27,0.41084,133.2578,hold,513.44008202,344.1995232970968,260.8507936507936,-0.0035376702300864427,-0.005759643773292744
254,2023-09-28,0.41791,133.2578,hold,513.44008202,347.82954467697823,265.33968253968254,0.010546270794071333,0.017208645701489722
255,2023-09-29,0.42758,133.2578,hold,513.44008202,352.7945102701116,271.4793650793651,0.014274134181856857,0.023138953363164294
256,2023-09-30,0.42266,133.2578,hold,513.44008202,350.26838506657316,268.35555555555555,-0.007160330248915492,-0.011506618644464228
257,2023-10-01,0.43009,133.2578,hold,513.44008202,354.0832448759818,273.0730158730159,0.01089124788891116,0.0175791416268396
258,2023-10-02,0.42412,133.2578,hold,513.44008202,351.01800758632237,269.28253968253966,-0.00865682670393797,-0.01388081564323762
259,2023-10-03,0.44725,133.2578,hold,513.44008202,362.893876683445,283.968253968254,0.03383264915319795,0.05453645194756218
260,2023-10-04,0.43967,133.2578,hold,513.44008202,359.0020008617334,279.15555555555557,-0.01072455632836844,-0.016948015651201742
261,2023-10-05,0.42923,133.2578,hold,513.44008202,353.6416864054446,272.52698412698413,-0.014931154822040327,-0.023745081538426582
262,2023-10-06,0.43021,133.2578,hold,513.44008202,354.14485768582415,273.14920634920634,0.00142282796322446,0.002283158213545189
263,2023-10-07,0.42675,133.2578,hold,513.44008202,352.368355002035,270.95238095238096,-0.005016316473992588,-0.008042583854396601
264,2023-10-08,0.42428,133.2578,hold,513.44008202,351.1001579994456,269.38412698412696,-0.0035990661039413396,-0.005787932044522659
265,2023-10-09,0.41062,133.2578,hold,513.44008202,344.0865664790524,260.7111111111111,-0.01997604205123793,-0.032195719807674106
266,2023-10-10,0.40539,133.2578,hold,513.44008202,341.4012748500878,257.39047619047614,-0.0078041164362866455,-0.01273683697822825
267,2023-10-11,0.3971,133.2578,hold,513.44008202,337.144856570142,252.12698412698413,-0.012467493807147734,-0.020449443745528817
268,2023-10-12,0.39625,133.2578,hold,513.44008202,336.708432500425,251.5873015873016,-0.0012944704960261566,-0.002140518761017285
269,2023-10-13,0.4,133.2578,hold,513.44008202,338.63383280799997,253.96825396825398,0.00571830141964913,0.009463722397476282
270,2023-10-14,0.40129,133.2578,hold,513.44008202,339.2961705138058,254.78730158730158,0.001955911198575855,0.0032250000000000334
271,2023-10-15,0.40146,133.2578,hold,513.44008202,339.3834553277492,254.89523809523808,0.0002572525761526112,0.000423633781056143
272,2023-10-16,0.40781,133.2578,hold,513.44008202,342.64379984857624,258.9269841269841,0.009606669004175394,0.0158172669755392
273,2023-10-17,0.40382,133.2578,hold,513.44008202,340.59517392131636,256.3936507936508,-0.005978879314802232,-0.009783968024324907
274,2023-10-18,0.4018,133.2578,hold,513.44008202,339.55802495563603,255.11111111111111,-0.003045107638313005,-0.005002228715764501
275,2023-10-19,0.4286,133.2578,hold,513.44008202,353.318219153772,272.1269841269841,0.04052383742052279,0.06669985067197604
276,2023-10-20,0.42383,133.2578,hold,513.44008202,350.8691099625366,269.0984126984127,-0.006931737619139122,-0.011129258049463298
277,2023-10-21,0.42883,133.2578,hold,513.44008202,353.4363103726366,272.2730158730158,0.007316689720489045,0.01179718283273945
278,2023-10-22,0.42921,133.2578,hold,513.44008202,353.63141760380415,272.51428571428573,0.0005520293909864193,0.0008861320336732703
279,2023-10-23,0.44687,133.2578,hold,513.44008202,362.69876945227736,283.7269841269841,0.025640685179821654,0.04114536008014724
280,2023-10-24,0.45916,133.2578,hold,513.44008202,369.00894806030317,291.53015873015875,0.017397849508987928,0.02750240562132178
281,2023-10-25,0.4592,133.2578,hold,513.44008202,369.02948566358396,291.55555555555554,5.565611183344643e-05,8.711560240426408e-05
282,2023-10-26,0.45613,133.2578,hold,513.44008202,367.4532246117826,289.6063492063492,-0.004271368855436886,-0.006685540069686358
283,2023-10-27,0.44816,133.2578,hold,513.44008202,363.3611071580832,284.54603174603176,-0.011136430924025165,-0.01747308881239984
284,2023-10-28,0.45023,133.2578,hold,513.44008202,364.4239281278646,285.8603174603175,0.0029249717398043273,0.004618886112103038
285,2023-10-29,0.45906,133.2578,hold,513.44008202,368.9576040521012,291.4666666666667,0.012440664770634546,0.019612198209803866
286,2023-10-30,0.47558,133.2578,hold,513.44008202,377.4396342070716,301.9555555555556,0.02298917290717406,0.03598658127477883
287,2023-10-31,0.49357,133.2578,hold,513.44008202,386.6764212826114,313.3777777777778,0.024472223472091104,0.03782749484839565
288,2023-11-01,0.50046,133.2578,hold,513.44008202,390.21402344772923,317.752380952381,0.009148740317249215,0.013959519419737942
289,2023-11-02,0.49713,133.2578,hold,513.44008202,388.5042679746026,315.6380952380952,-0.004381583875484818,-0.006653878431842841
290,2023-11-03,0.49572,133.2578,hold,513.44008202,387.7803174589544,314.74285714285713,-0.0018634300195011777,-0.002836280248627032
291,2023-11-04,0.49806,133.2578,hold,513.44008202,388.9817672508812,316.2285714285714,0.0030982743007681446,0.004720406681191003
292,2023-11-05,0.53493,133.2578,hold,513.44008202,407.9123030749586,339.6380952380953,0.04866689757175102,0.07402722563546593
293,2023-11-06,0.57896,228.9778,sell,344.61935202,428.49862004549925,367.5936507936508,0.050467506901251014,0.0823098349316731
294,2023-11-07,0.55829,228.9778,hold,344.61935202,421.3753380392458,354.46984126984125,-0.016623815510764306,-0.03570194832112761
295,2023-11-08,0.56007,228.9778,hold,344.61935202,421.9887604858414,355.59999999999997,0.001455762573695063,0.0031883071521967565
296,2023-11-09,0.54655,228.9778,hold,344.61935202,417.329506846531,347.015873015873,-0.011041179471098062,-0.024139839662899232
297,2023-11-10,0.53967,228.9778,hold,344.61935202,414.9585257046334,342.64761904761906,-0.005681316808421766,-0.012588052328240784
298,2023-11-11,0.54343,228.9778,hold,344.61935202,416.25429446822864,345.0349206349206,0.0031226464413398602,0.006967220708951505
299,2023-11-12,0.54036,228.9778,hold,344.61935202,415.19631305752716,343.08571428571423,-0.0025416708602443716,-0.005649301657987271
300,2023-11-13,0.54644,228.9778,hold,344.61935202,417.2915987178088,346.9460317460318,0.005046493897915116,0.011251758087201358
301,2023-11-14,0.50413,228.9778,hold,344.61935202,402.7107539338426,320.0825396825397,-0.03494162074857976,-0.07742844594100007
302,2023-11-15,0.52289,228.9778,hold,344.61935202,409.1758129777378,331.9936507936508,0.01605385250019231,0.0372126237280066
303,2023-11-16,0.49294,228.9778,hold,344.61935202,398.8544633847388,312.97777777777776,-0.02522473045971696,-0.0572778213390962
304,2023-11-17,0.49295,228.9778,hold,344.61935202,398.857909578259,312.984126984127,8.640228044587417e-06,2.0286444597727993e-05
305,2023-11-18,0.49058,228.9778,hold,344.61935202,398.04116171397163,311.4793650793651,-0.0020477163538037413,-0.004807789836697385
306,2023-11-19,0.50321,228.9778,hold,344.61935202,402.39370412998426,319.4984126984127,0.010934905318009003,0.02574503648742299
307,2023-11-20,0.49045,228.9778,hold,344.61935202,397.996361198209,311.3968253968254,-0.01092796156262621,-0.025357206732775528
308,2023-11-21,0.46207,228.9778,hold,344.61935202,388.2160639878814,293.3777777777778,-0.024573835752877304,-0.05786522581302889
309,2023-11-22,0.48915,228.9778,hold,344.61935202,397.54835604058303,310.57142857142856,0.024038912653014055,0.058605838942151545
310,2023-11-23,0.49495,228.9778,hold,344.61935202,399.547148282299,314.25396825396825,0.005027796521719141,0.011857303485638404
311,2023-11-24,0.49308,228.9778,hold,344.61935202,398.9027100940216,313.06666666666666,-0.0016129215063802604,-0.0037781594100414484
312,2023-11-25,0.49453,228.9778,hold,344.61935202,399.40240815445065,313.9873015873016,0.0012526815380906609,0.0029406992780076635
313,2023-11-26,0.4893,228.9778,hold,344.61935202,397.600048943386,310.6666666666667,-0.004512639819556741,-0.0105756981376256
314,2023-11-27,0.47859,228.9778,hold,344.61935202,393.9091756832518,303.8666666666667,-0.009282879290238077,-0.021888412017167402
315,2023-11-28,0.48122,228.9778,hold,344.61935202,394.8155245790644,305.5365079365079,0.0023009083102480954,0.005495309137257376
316,2023-11-29,0.48011,228.9778,hold,344.61935202,394.4329970983222,304.831746031746,-0.0009688764927622273,-0.0023066372968705284
317,2023-11-30,0.48004,228.9778,hold,344.61935202,394.40887374368083,304.7873015873016,-6.115957543817441e-05,-0.0001457999208511751
318,2023-12-01,0.4827,228.9778,hold,344.61935202,395.325561220054,306.4761904761905,0.00232420601410932,0.005541204899591534
319,2023-12-02,0.48894,228.9778,hold,344.61935202,397.47598597665876,310.43809523809523,0.005439629934295365,0.01292728402734622
320,2023-12-03,0.49062,228.9778,hold,344.61935202,398.0549464880524,311.5047619047619,0.0014565924277689657,0.0034360044177199622
321,2023-12-04,0.49453,228.9778,hold,344.61935202,399.40240815445065,313.9873015873016,0.0033851147392756076,0.007969507969508127
322,2023-12-05,0.49322,228.9778,hold,344.61935202,398.9509568033044,313.15555555555557,-0.0011303170484933123,-0.002648979839443566
323,2023-12-06,0.50995,228.9778,hold,344.61935202,404.716438562599,323.7777777777778,0.01445160529377354,0.033919954584161305
324,2023-12-07,0.51147,228.9778,hold,344.61935202,405.24025997766944,324.74285714285713,0.0012942924110788123,0.002980684380821552
325,2023-12-08,0.53645,228.9778,hold,344.61935202,413.84885139112896,340.6031746031746,0.021243179080809638,0.0488396191369973
326,2023-12-09,0.5246,228.9778,hold,344.61935202,409.765112069692,333.07936507936506,-0.00986770727455133,-0.022089663528753856
327,2023-12-10,0.52709,228.9778,hold,344.61935202,410.6232142562218,334.66031746031746,0.0020941318849609925,0.004746473503621784
328,2023-12-11,0.49268,228.9778,hold,344.61935202,398.76486235321363,312.8126984126984,-0.028878912568271797,-0.06528296875296435
329,2023-12-12,0.49261,228.9778,hold,344.61935202,398.74073899857217,312.76825396825393,-6.049518630879547e-05,-0.00014208005196081341
330,2023-12-13,0.49645,228.9778,hold,344.61935202,400.064077310329,315.2063492063492,0.003318793848555268,0.007795213251862609
331,2023-12-14,0.49531,228.9778,hold,344.61935202,399.6712112490262,314.48253968253965,-0.0009820078422039247,-0.0022963037566724465
332,2023-12-15,0.48578,228.9778,hold,344.61935202,396.3869888242756,308.431746031746,-0.008217310459982863,-0.019240475661706835
333,2023-12-16,0.48996,228.9778,hold,344.61935202,397.82749771571923,311.0857142857143,0.003634097314133111,0.00860471818518671
334,2023-12-17,0.48194,228.9778,hold,344.61935202,395.0636505125188,305.9936507936508,-0.006947350846962963,-0.016368683157808928
335,2023-12-18,0.48475,228.9778,hold,344.61935202,396.032030891695,307.77777777777777,0.002451200908815343,0.005830601319666506
336,2023-12-19,0.47567,228.9778,hold,344.61935202,392.9028871753534,302.0126984126984,-0.007901238971242064,-0.01873130479628682
337,2023-12-20,0.48836,228.9778,hold,344.61935202,397.2761067524872,310.0698412698413,0.011130535610398784,0.02667815922803629
338,2023-12-21,0.49244,228.9778,hold,344.61935202,398.68215370872883,312.66031746031746,0.003539218524202914,0.00835449258743548
339,2023-12-22,0.49304,228.9778,hold,344.61935202,398.88892531994077,313.0412698412698,0.0005186377400856479,0.0012184225489397793
340,2023-12-23,0.48899,228.9778,hold,344.61935202,397.49321694425976,310.46984126984125,-0.003498990037293037,-0.008214343663800028
341,2023-12-24,0.48369,228.9778,hold,344.61935202,395.66673437855377,307.1047619047619,-0.004595003104070905,-0.010838667457412132
342,2023-12-25,0.50919,228.9778,hold,344.61935202,404.4545278550638,323.2952380952381,0.0222100892315662,0.0527197171742233
343,2023-12-26,0.48884,228.9778,hold,344.61935202,397.4415240414568,310.3746031746032,-0.01733941229635627,-0.03996543529920071
344,2023-12-27,0.49627,228.9778,hold,344.61935202,400.0020458269654,315.09206349206346,0.006442511993894007,0.015199247197446919
345,2023-12-28,0.49914,228.9778,hold,344.61935202,400.9911033672628,316.91428571428565,0.0024726312043044096,0.005783142241118755
346,2023-12-29,0.48961,228.9778,hold,344.61935202,397.7068809425122,310.86349206349206,-0.008190262569847118,-0.01909283968425679
347,2023-12-30,0.48913,228.9778,hold,344.61935202,397.5414636535426,310.55873015873016,-0.00041592765148434907,-0.0009803721329221249
348,2023-12-31,0.48389,228.9778,hold,344.61935202,395.7356582489578,307.231746031746,-0.004542432852132849,-0.010712898411465277
349,2024-01-01,0.49573,228.9778,hold,344.61935202,399.81595137687464,314.74920634920636,0.010310653192010077,0.024468370910744275
350,2024-01-02,0.49504,228.9778,hold,344.61935202,399.5781640239808,314.3111111111111,-0.0005947420358667355,-0.0013918867125251033
351,2024-01-03,0.45992,228.9778,hold,344.61935202,387.4751323810384,292.0126984126984,-0.030289522132685875,-0.07094376212023268
352,2024-01-04,0.46402,228.9778,hold,344.61935202,388.8880717243204,294.61587301587304,0.0036465290936207317,0.008914593842407559
353,2024-01-05,0.45374,228.9778,hold,344.61935202,385.34538478555476,288.08888888888885,-0.009109785556181915,-0.022154217490625627
354,2024-01-06,0.44769,228.9778,hold,344.61935202,383.2604377058338,284.247619047619,-0.005410593099178351,-0.013333627187375963
355,2024-01-07,0.43461,228.9778,hold,344.61935202,378.75281658141216,275.9428571428571,-0.01176124817735924,-0.029216645446626055
356,2024-01-08,0.45394,228.9778,hold,344.61935202,385.41430865595885,288.215873015873,0.017587967093347867,0.0444766572329216
357,2024-01-09,0.44639,228.9778,hold,344.61935202,382.81243254820777,283.4222222222222,-0.006750854987259025,-0.016632154029166846
358,2024-01-10,0.47153,228.9778,hold,344.61935202,391.4761630579906,299.38412698412696,0.022631789809208547,0.056318465915454974
359,2024-01-11,0.47164,228.9778,hold,344.61935202,391.51407118671284,299.45396825396824,9.683381084069076e-05,0.00023328314211190637
360,2024-01-12,0.44761,228.9778,hold,344.61935202,383.2328681576722,284.19682539682543,-0.021151737928446823,-0.05094987702484932
361,2024-01-13,0.45198,228.9778,hold,344.61935202,384.7388547259996,286.9714285714286,0.0039296905183712205,0.009762963293938887
362,2024-01-14,0.45174,228.9778,hold,344.61935202,384.6561460815148,286.81904761904764,-0.00021497346438714704,-0.0005309969467675035
363,2024-01-15,0.45324,228.9778,hold,344.61935202,385.1730751095448,287.77142857142854,0.0013438730494650386,0.0033204940895203983
364,2024-01-16,0.45647,228.9778,hold,344.61935202,386.28619561656944,289.8222222222222,0.002889922943622336,0.00712646721383825
365,2024-01-17,0.4481,228.9778,hold,344.61935202,383.401731640162,284.5079365079365,-0.007467168149261516,-0.018336363835520286
366,2024-01-18,0.4348,228.9778,hold,344.61935202,378.818294258296,276.0634920634921,-0.01195466009571311,-0.029680874804730917
367,2024-01-19,0.42885,228.9778,hold,344.61935202,376.76780911377705,272.2857142857143,-0.00541284614707882,-0.013684452621895327
368,2024-01-20,0.43621,228.9778,hold,344.61935202,379.3042075446442,276.95873015873013,0.006731993470549424,0.017162177917686705
369,2024-01-21,0.43044,228.9778,hold,344.61935202,377.3157538834888,273.29523809523806,-0.0052423717470135855,-0.013227573874968535
370,2024-01-22,0.41474,228.9778,hold,344.61935202,371.9052300567748,263.3269841269841,-0.014339512122212406,-0.036474305361955284
371,2024-01-23,0.40796,228.9778,hold,344.61935202,369.56871085007924,259.02222222222224,-0.006282566142828627,-0.016347591261995253
372,2024-01-24,0.40833,228.9778,hold,344.61935202,369.6962200103266,259.25714285714287,0.0003450215251017408,0.0009069516619275575
373,2024-01-25,0.40424,228.9778,hold,344.61935202,368.28672686056484,256.66031746031746,-0.0038125711691679998,-0.010016408297210622
374,2024-01-26,0.41889,228.9778,hold,344.61935202,373.3354003676578,265.96190476190475,0.013708540489987486,0.036240847021571376
375,2024-01-27,0.41812,228.9778,hold,344.61935202,373.07004346660244,265.47301587301587,-0.0007107734782023645,-0.0018381914106327946
376,2024-01-28,0.41303,228.9778,hold,344.61935202,371.3159309648206,262.2412698412698,-0.004701831552816338,-0.012173538697024977
377,2024-01-29,0.42075,228.9778,hold,344.61935202,373.976392362415,267.14285714285717,0.00716495354961344,0.01869113623707741
378,2024-01-30,0.40248,228.9778,hold,344.61935202,367.68019680100963,255.54285714285712,-0.01683581020083169,-0.04342245989304827
379,2024-01-31,0.39628,228.9778,hold,344.61935202,365.5435568184856,251.6063492063492,-0.005811136963899011,-0.015404492148678117
380,2024-02-01,0.39685,228.9778,hold,344.61935202,365.73998984913703,251.96825396825395,0.0005373724334278851,0.0014383769052184192
381,2024-02-02,0.40401,228.9778,hold,344.61935202,368.2074644096002,256.5142857142857,0.006746526573375267,0.018042081390953646
382,2024-02-03,0.41068,228.9778,hold,344.61935202,370.50607548757364,260.74920634920636,0.006242706354851135,0.01650949233929877
383,2024-02-04,0.39862,228.9778,hold,344.61935202,366.3499661022124,253.09206349206346,-0.011217385247709988,-0.029365929677607983
384,2024-02-05,0.40394,228.9778,hold,344.61935202,368.1833410549588,256.4698412698413,0.0050044359830372365,0.013346043851287126
385,2024-02-06,0.40098,228.9778,hold,344.61935202,367.16326777297957,254.59047619047618,-0.0027705579482668607,-0.00732782096350959
386,2024-02-07,0.40708,228.9778,hold,344.61935202,369.2654458203016,258.463492063492,0.005725458486282475,0.015212728814404608
387,2024-02-08,0.40799,228.9778,hold,344.61935202,369.57904943063977,259.0412698412698,0.0008492633521166582,0.002235432838754159
388,2024-02-09,0.41631,228.9778,hold,344.61935202,372.44628243944624,264.32380952380953,0.007758104830951851,0.02039265668276191
389,2024-02-10,0.4148,228.9778,hold,344.61935202,371.925907217896,263.36507936507934,-0.001397181945653747,-0.003627104801710357
390,2024-02-11,0.41651,228.9778,hold,344.61935202,372.5152063098502,264.4507936507936,0.0015844529260204965,0.004122468659595091
391,2024-02-12,0.42103,228.9778,hold,344.61935202,374.07288578098064,267.3206349206349,0.004181519156119418,0.01085208038222385
392,2024-02-13,0.41683,228.9778,hold,344.61935202,372.6254845024966,264.65396825396823,-0.003869302837766986,-0.009975536185069966
393,2024-02-14,0.42842,228.9778,hold,344.61935202,376.61962279240845,272.0126984126984,0.010718908008249928,0.02780510040064299
394,2024-02-15,0.44672,228.9778,hold,344.61935202,382.9261569343744,283.631746031746,0.01674510237997362,0.042715092666075316
395,2024-02-16,0.44773,228.9778,hold,344.61935202,383.2742224799146,284.2730158730159,0.0009089625747344954,0.0022609240687681
396,2024-02-17,0.43707,228.9778,hold,344.61935202,379.6005801873814,277.5047619047619,-0.00958489268796503,-0.023808992026444598
397,2024-02-18,0.44176,228.9778,hold,344.61935202,381.2168449483552,280.4825396825397,0.004257803716148034,0.01073054659436723
398,2024-02-19,0.44709,228.9778,hold,344.61935202,383.0536660946218,283.8666666666666,0.004818310551086613,0.012065374864179468
399,2024-02-20,0.44612,228.9778,hold,344.61935202,382.71938532316244,283.25079365079364,-0.0008726734686225202,-0.0021695855420607035
400,2024-02-21,0.43483,228.9778,hold,344.61935202,378.8286328388566,276.0825396825397,-0.010166071104604546,-0.02530709226217165
401,2024-02-22,0.42712,228.9778,hold,344.61935202,376.17161763478236,271.1873015873016,-0.0070137655228517115,-0.017731067313662807
402,2024-02-23,0.42155,228.9778,hold,344.61935202,374.252087844031,267.6507936507937,-0.005102803350291563,-0.013040831616407456
403,2024-02-24,0.43062,228.9778,hold,344.61935202,377.37778536685244,273.4095238095238,0.008351850595751609,0.021515834420590574
404,2024-02-25,0.42798,228.9778,hold,344.61935202,376.4679902775196,271.73333333333335,-0.0024108337178575523,-0.0061306952765779466
405,2024-02-26,0.43464,228.9778,hold,344.61935202,378.7631551619728,275.9619047619048,0.006096573795719706,0.015561474835272815
406,2024-02-27,0.46234,228.9778,hold,344.61935202,388.30911121292684,293.5492063492063,0.0252029689816895,0.06373090373642532
407,2024-02-28,0.45459,228.9778,hold,344.61935202,385.6383112347718,288.6285714285714,-0.006878025524079345,-0.016762555694943226
408,2024-02-29,0.4642,228.9778,hold,344.61935202,388.95010320768404,294.73015873015873,0.00858781888736182,0.021139928287028154
409,2024-03-01,0.475,228.9778,hold,344.61935202,392.6719922095,301.58730158730157,0.009569065469121618,0.023265833692373894
410,2024-03-02,0.50951,228.9778,hold,344.61935202,404.56480604771025,323.4984126984127,0.03028689102905302,0.07265263157894752
411,2024-03-03,0.49539,228.9778,hold,344.61935202,399.6987807971878,314.53333333333336,-0.012027801671776195,-0.02771290063001708
412,2024-03-04,0.51046,228.9778,hold,344.61935202,404.8921944321292,324.1015873015873,0.012993318680090349,0.030420476796059637
413,2024-03-05,0.46763,300.9778,sell,199.36752202,394.2080343222126,296.9079365079365,-0.02638766628954503,-0.08390471339576078
414,2024-03-06,0.48053,300.9778,hold,199.36752202,396.7798753562706,305.09841269841274,0.006524070567156093,0.027585911938926344
415,2024-03-07,0.49078,300.9778,hold,199.36752202,398.8233924569756,311.60634920634925,0.005150253900528812,0.021330614113582946
416,2024-03-08,0.483,300.9778,hold,199.36752202,397.27231313566,306.66666666666663,-0.0038891382768700966,-0.015852316720323056
417,2024-03-09,0.48323,300.9778,hold,199.36752202,397.3181676657246,306.8126984126984,0.00011542342254533544,0.0004761904761905189
418,2024-03-10,0.47325,300.9778,hold,199.36752202,395.328479795965,300.4761904761905,-0.005007794839710478,-0.020652691265029
419,2024-03-11,0.56248,300.9778,hold,199.36752202,413.1180437858096,357.1301587301587,0.04499944956919388,0.18854727945060734
420,2024-03-12,0.5377,300.9778,hold,199.36752202,408.177716590154,341.39682539682536,-0.01195863330098712,-0.04405489972976817
421,2024-03-13,0.53938,300.9778,hold,199.36752202,408.5126540271476,342.463492063492,0.0008205676679060581,0.0031244188209038626
422,2024-03-14,0.5252,300.9778,hold,199.36752202,405.685622564904,333.46031746031747,-0.006920303286506613,-0.026289443435054904
423,2024-03-15,0.49686,300.9778,hold,199.36752202,400.0355469908572,315.46666666666664,-0.013927226551251226,-0.05396039603960412
424,2024-03-16,0.47273,300.9778,hold,199.36752202,395.2248086845146,300.1460317460317,-0.012025777065388099,-0.048564988125427644
425,2024-03-17,0.48531,300.9778,hold,199.36752202,397.7328521115262,308.1333333333333,0.006345865370545711,0.026611384934317694
426,2024-03-18,0.50647,300.9778,hold,199.36752202,401.9514688774694,321.56825396825394,0.010606659076681568,0.04360099730069433
427,2024-03-19,0.45902,300.9778,hold,199.36752202,392.4914799576204,291.44126984126984,-0.023535152007947313,-0.0936876814026496
428,2024-03-20,0.47799,300.9778,hold,199.36752202,396.2734818503398,303.48571428571427,0.009635882779233107,0.04132717528647989
429,2024-03-21,0.50584,300.9778,hold,199.36752202,401.8258673385968,321.16825396825396,0.014011498983810267,0.05826481725559107
430,2024-03-22,0.48595,300.9778,hold,199.36752202,397.860447325619,308.53968253968253,-0.009868503586495936,-0.039320733828878685
431,2024-03-23,0.49024,300.9778,hold,199.36752202,398.7157339950848,311.2634920634921,0.0021497152461746882,0.008828068731351113
432,2024-03-24,0.50258,300.9778,hold,199.36752202,401.1759292168116,319.0984126984127,0.0061702988168435,0.025171344647519467
433,2024-03-25,0.50727,300.9778,hold,199.36752202,402.1109628950854,322.07619047619045,0.0023307322552954535,0.009331847666043114
434,2024-03-26,0.50115,300.9778,hold,199.36752202,400.890833660323,318.19047619047615,-0.0030343097984143474,-0.012064580992370955
435,2024-03-27,0.48487,300.9778,hold,199.36752202,397.6451304018374,307.8539682539683,-0.008096227167009085,-0.032485283847151325
436,2024-03-28,0.49442,300.9778,hold,199.36752202,399.54909023712844,313.9174603174603,0.004788087894769477,0.019696000989956053
437,2024-03-29,0.49917,300.9778,hold,199.36752202,400.4960859667234,316.93333333333334,0.0023701611459880922,0.009607216536547947
